account_length,international_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls
83,1,32,94.7,111,154.4,98,200.4,109,10.6,6,2
95,0,0,186.4,85,173.4,100,294.7,73,9.1,5,1
112,0,17,183.2,95,252.8,125,156.7,95,9.7,3,0
68,0,0,94.1,93,147.6,80,213.5,85,10.1,2,0
141,0,0,146.5,121,169.9,125,238.8,112,8.2,5,0
127,0,0,221.0,100,160.7,113,233.1,96,6.8,4,2
103,0,0,246.5,47,195.5,84,200.5,96,11.7,4,1
85,0,0,225.0,81,176.9,63,194.3,110,7.1,2,3
137,0,0,79.5,121,164.1,86,121.8,108,11.7,7,2
74,0,0,154.3,71,262.3,105,235.3,99,13.9,4,0
30,0,0,54.0,68,179.3,96,247.2,101,10.2,8,1
138,0,0,127.1,102,247.7,106,207.7,75,5.0,3,3
97,0,0,245.2,109,165.5,152,159.2,96,9.1,8,1
127,0,0,218.6,93,149.9,130,204.6,131,9.2,5,2
109,0,0,195.4,104,204.9,91,230.2,95,14.0,4,0
142,0,0,145.4,93,209.1,98,214.0,96,10.9,1,1
95,0,20,165.7,78,215.6,94,243.3,91,9.8,6,0
112,0,0,185.4,114,191.4,119,144.0,78,10.0,11,2
91,0,0,154.4,165,168.3,121,239.9,81,11.7,4,5
118,1,52,123.7,114,133.2,137,191.8,102,7.9,3,0
138,0,0,146.5,101,284.5,142,176.0,98,14.0,6,3
140,1,27,188.9,124,160.9,102,197.7,100,11.5,5,4
50,0,35,192.6,97,135.2,101,216.2,101,7.9,2,2
151,0,0,134.5,88,143.1,112,223.9,61,15.4,1,1
56,0,0,162.3,99,149.1,78,255.5,115,14.8,1,4
131,0,0,109.5,95,332.1,48,258.6,108,6.6,7,1
72,0,33,96.6,59,315.4,98,163.3,117,6.2,4,4
57,0,25,176.8,94,195.0,75,213.5,116,8.3,4,0
126,0,42,247.8,96,159.1,98,201.8,73,10.6,3,2
89,0,32,209.9,113,249.8,104,224.2,92,8.7,7,1
112,1,16,200.3,72,197.8,91,151.1,92,10.4,3,1
72,0,21,186.7,108,335.0,86,187.2,119,16.5,4,1
115,0,29,222.6,81,190.3,109,201.2,87,11.5,2,1
100,0,0,188.5,152,148.3,115,179.8,88,15.2,5,2
108,0,32,209.5,108,109.6,64,189.7,145,9.1,6,6
163,0,0,82.0,95,125.2,103,171.3,107,8.0,4,1
113,0,0,132.1,72,247.5,107,246.2,123,6.9,6,3
125,0,0,184.1,105,126.7,123,241.5,94,4.7,6,1
57,0,0,161.0,113,208.0,134,208.1,81,8.4,4,3
91,0,0,190.5,128,205.5,103,130.7,63,13.8,5,0
190,1,0,111.9,55,223.0,124,243.2,81,10.0,7,3
116,0,17,193.4,112,240.6,131,248.1,98,11.4,3,5
173,0,0,291.8,143,214.3,134,151.2,119,9.9,2,0
111,1,0,145.8,106,172.5,143,143.9,123,11.9,4,1
95,0,0,157.3,116,197.5,77,128.2,111,8.4,4,2
127,0,0,241.7,115,141.5,96,170.7,94,4.5,5,2
104,0,0,139.7,112,199.8,127,189.3,104,10.3,2,2
143,0,26,119.6,133,247.0,136,227.3,54,13.0,3,1
68,0,0,222.8,99,175.8,85,202.0,111,11.0,3,3
115,0,24,142.1,124,183.4,129,164.8,114,9.6,4,1
89,0,0,213.0,63,176.6,71,262.6,126,9.1,1,1
127,0,23,182.0,80,216.1,85,156.9,82,9.8,4,1
65,0,0,195.4,110,181.2,109,178.5,105,8.9,4,0
103,0,35,110.5,101,208.3,81,87.4,77,13.9,2,4
140,0,0,149.7,71,212.5,97,245.9,67,12.6,4,3
116,0,35,200.4,104,272.8,89,214.5,100,8.3,4,1
59,0,0,189.1,141,198.2,113,280.2,103,2.2,7,1
116,0,0,146.4,123,176.6,113,212.6,102,7.8,5,1
11,0,38,209.8,130,196.6,84,233.0,79,7.0,7,1
141,0,23,149.7,112,162.5,118,220.3,115,7.6,2,3
131,0,0,136.8,84,179.4,81,235.2,151,5.0,3,2
59,0,0,166.3,95,239.3,87,123.2,108,10.0,3,2
86,0,25,126.4,97,189.7,118,233.6,97,12.0,2,1
90,0,0,109.9,102,220.8,114,104.0,133,10.9,6,0
110,0,0,151.8,106,138.0,126,233.5,112,11.2,8,3
75,0,0,203.3,70,228.9,97,222.2,118,14.3,3,1
95,0,0,145.4,98,334.1,109,209.8,72,8.8,2,1
93,0,0,120.6,104,205.5,95,182.5,107,9.6,6,2
75,0,38,163.6,132,146.7,113,345.8,115,13.1,3,3
151,0,27,166.4,112,234.3,116,161.1,95,5.5,2,0
126,0,23,114.3,102,190.3,103,240.4,111,12.6,7,3
109,0,0,137.0,128,217.0,116,182.1,86,10.0,5,2
75,0,0,138.5,110,153.2,86,215.6,103,11.1,7,1
95,0,35,229.1,143,148.2,104,248.4,110,3.9,3,0
113,0,0,215.9,93,240.1,85,156.7,123,4.9,5,3
57,1,30,234.5,130,195.2,116,268.8,94,11.4,4,2
89,0,0,82.3,77,167.2,80,194.7,70,7.2,4,1
117,0,0,184.5,97,351.6,80,215.8,90,8.7,4,1
30,0,0,145.0,76,240.7,112,197.1,134,7.1,4,3
104,0,0,170.6,97,162.1,111,210.7,131,6.1,1,1
123,0,28,124.7,105,250.4,78,216.4,128,7.8,8,1
149,0,0,156.0,56,56.0,116,163.3,104,8.9,8,0
101,0,39,147.2,105,168.8,96,165.3,118,13.0,4,1
87,0,0,185.8,119,192.3,83,200.0,96,6.6,4,1
69,0,0,111.3,110,226.8,107,187.6,66,10.2,12,1
106,0,0,222.1,123,276.8,92,213.5,99,9.0,3,0
136,0,24,50.1,134,295.8,89,111.8,115,11.0,6,0
96,0,0,208.1,93,189.2,107,279.6,90,7.4,2,1
35,0,27,241.7,87,142.0,101,288.9,68,9.4,4,1
35,0,23,194.6,106,199.8,132,189.6,88,10.1,7,4
35,0,0,260.8,87,258.1,78,131.3,123,5.8,2,1
174,0,0,192.1,97,169.9,94,166.6,54,11.4,4,1
117,1,22,196.0,82,322.7,82,225.6,120,3.7,5,1
20,0,27,231.6,105,223.3,120,212.0,99,8.9,4,1
61,0,25,163.7,78,113.2,112,134.1,118,9.9,3,3
69,0,0,170.7,98,111.6,109,171.5,107,4.8,7,3
96,0,0,150.0,122,218.5,116,212.4,89,9.8,1,3
113,0,30,208.9,87,145.2,89,198.2,77,14.9,5,2
82,0,0,121.6,81,191.3,109,231.4,81,8.6,5,3
135,0,22,197.1,113,259.4,95,134.7,135,14.6,5,2
141,0,0,196.5,104,175.1,111,209.6,110,14.1,4,6
158,0,0,220.9,129,242.2,108,233.3,75,6.4,5,0
132,0,0,99.5,110,129.1,80,125.1,124,9.7,3,0
121,0,0,86.1,100,259.8,113,148.0,79,9.1,9,2
103,0,0,160.2,104,138.9,70,312.5,97,9.7,2,0
64,0,0,97.2,80,186.2,90,189.0,92,10.4,6,2
132,0,0,265.8,122,285.1,90,183.6,124,13.6,9,2
45,0,18,168.0,127,155.5,76,152.7,127,11.8,5,0
76,1,0,246.8,110,206.3,63,208.4,123,13.2,5,0
113,0,0,186.0,55,237.4,105,148.1,83,12.2,6,1
78,0,0,254.1,112,215.9,80,267.1,124,16.3,3,0
192,0,36,156.2,77,215.5,126,279.1,83,9.9,6,2
104,0,0,97.2,88,155.6,85,261.6,105,12.4,5,0
117,0,0,180.6,134,216.6,96,101.0,122,10.6,6,4
62,0,0,189.5,122,103.8,95,180.6,106,10.8,5,2
92,0,0,114.6,94,209.0,78,209.7,97,8.3,5,2
61,0,0,208.4,102,326.1,96,201.9,73,10.1,8,1
146,0,0,115.6,77,213.6,100,218.4,72,10.7,6,1
103,0,0,174.7,151,148.0,56,168.2,109,15.8,3,6
106,0,0,159.6,94,276.8,118,223.5,65,8.8,3,0
22,0,0,181.8,108,198.6,148,206.6,96,9.3,3,2
95,1,37,220.2,109,185.3,99,205.1,82,4.1,2,0
81,0,0,203.5,89,289.6,69,212.9,71,8.7,3,3
115,0,0,135.4,104,138.8,91,208.5,92,5.4,3,1
117,0,0,181.5,95,205.1,88,204.0,82,14.7,9,2
62,0,0,116.5,77,186.1,111,180.6,72,16.1,2,3
72,0,0,109.1,97,115.7,96,295.8,84,8.3,6,0
100,0,0,200.7,151,290.8,127,186.7,105,10.2,9,1
65,0,0,245.7,139,241.9,113,285.3,117,4.2,5,4
44,0,0,228.1,121,276.5,79,279.8,77,9.9,5,2
112,1,0,217.6,110,195.7,105,178.8,106,10.4,8,2
82,1,0,208.8,101,213.7,87,175.1,86,12.4,6,3
48,0,0,198.2,108,181.0,70,238.9,86,12.1,2,1
119,0,0,215.1,105,249.4,104,249.9,83,10.8,8,2
111,0,0,184.2,92,215.0,96,100.1,64,11.3,4,1
165,0,0,207.7,109,164.8,94,54.5,91,7.9,3,0
108,0,41,171.6,110,136.1,78,183.4,103,10.8,7,0
148,0,0,86.3,134,246.6,92,251.6,91,11.3,4,1
132,0,0,117.6,66,214.0,108,239.5,94,8.8,5,1
85,0,0,133.3,107,185.0,101,289.0,99,9.1,4,3
51,0,0,51.8,107,230.2,104,227.5,118,10.4,4,2
130,0,0,139.0,98,120.2,116,160.4,113,14.5,2,3
98,0,0,162.5,81,159.2,114,157.2,97,9.7,1,2
92,0,0,91.7,90,193.7,123,175.0,86,9.2,4,2
59,0,45,71.2,113,233.7,95,139.3,129,14.0,12,1
130,0,0,143.8,76,274.8,103,194.7,105,12.3,1,0
95,0,0,155.5,99,167.0,75,190.7,125,13.2,4,1
111,0,0,229.4,107,214.1,99,289.6,95,10.4,6,4
137,0,0,147.2,119,192.8,91,172.7,105,10.2,4,1
149,0,43,206.7,79,174.6,122,241.5,80,10.9,3,1
45,0,0,96.1,103,246.8,134,229.7,92,9.7,4,1
104,0,0,142.6,88,85.4,96,246.4,80,14.0,4,1
167,0,0,207.6,88,132.4,63,255.2,98,14.1,5,0
152,0,0,189.5,108,218.4,69,291.1,81,11.0,2,3
98,0,0,237.5,130,213.2,85,194.1,107,10.1,3,0
152,0,0,302.8,143,189.8,69,214.9,114,10.9,4,2
101,0,28,220.3,96,285.8,72,203.0,111,9.4,6,4
123,0,27,198.7,127,249.0,105,173.2,124,12.5,5,1
109,1,46,165.2,85,136.0,92,184.8,100,11.9,5,1
130,0,0,211.4,91,191.0,62,207.3,109,11.6,3,1
66,0,0,239.6,120,230.3,110,153.0,82,8.6,3,1
189,0,0,227.8,124,169.5,112,201.1,91,5.6,4,3
160,0,0,82.7,116,194.6,95,159.0,54,10.9,9,0
55,0,0,245.5,130,192.7,54,141.7,83,9.1,4,1
32,0,0,157.9,88,180.8,132,132.5,102,12.8,3,1
59,0,0,160.9,95,251.2,65,273.4,97,5.0,5,3
80,1,15,159.3,110,170.6,120,141.2,82,11.9,5,1
89,0,0,89.5,66,179.3,104,225.1,116,12.3,1,3
100,0,0,220.3,106,126.1,124,242.0,67,10.2,1,3
11,0,36,293.4,122,174.1,91,212.0,50,6.9,6,1
85,0,0,211.5,100,184.6,88,164.3,131,13.3,4,2
94,0,0,181.8,85,202.4,98,245.9,97,9.2,2,4
63,1,36,199.0,110,291.3,111,197.6,92,11.0,6,1
101,0,0,89.7,118,260.1,79,170.1,93,13.5,11,5
160,0,0,216.8,77,207.3,117,228.6,117,5.6,2,1
165,0,33,111.6,140,213.3,111,267.6,115,16.0,3,0
46,0,0,124.8,133,157.3,143,199.3,72,8.6,4,2
105,0,0,162.3,99,212.5,95,214.7,114,11.1,8,4
166,0,0,204.2,115,179.9,152,216.8,109,9.5,5,1
151,0,26,196.5,98,175.8,111,221.8,124,13.4,5,0
127,1,0,143.2,60,179.5,159,171.8,122,6.2,4,4
79,0,31,173.2,98,149.5,123,245.7,91,11.5,7,1
152,0,26,214.8,82,226.7,135,206.7,97,7.6,11,1
101,0,0,0.0,0,192.1,119,168.8,95,7.2,4,1
185,0,0,139.6,92,250.2,115,158.1,79,10.8,4,1
92,0,0,145.9,90,148.1,105,241.3,93,8.4,1,2
163,0,39,268.1,104,216.6,65,359.9,118,11.4,4,0
90,0,0,76.1,121,290.3,73,236.9,89,10.8,3,0
90,0,0,145.5,92,217.7,114,146.9,123,10.9,2,3
73,0,0,137.1,102,210.8,114,191.4,120,11.1,4,1
58,0,0,112.2,95,209.6,108,260.9,78,13.9,1,0
136,0,24,243.3,107,226.8,111,138.5,117,11.0,4,4
116,0,0,288.0,120,255.8,90,233.4,99,13.4,4,0
148,0,26,158.7,91,160.5,127,218.3,88,9.9,3,1
60,1,29,265.9,113,215.8,94,108.1,82,14.0,12,0
95,0,24,129.4,120,159.8,68,214.4,83,12.6,4,4
26,0,0,290.1,143,245.7,97,147.0,80,7.4,4,2
87,0,0,139.7,112,226.8,62,168.5,65,15.1,7,1
51,0,32,206.1,134,179.6,84,332.2,90,10.2,2,3
102,0,0,158.0,94,207.9,100,190.4,120,10.1,10,0
101,0,17,193.9,71,189.8,81,196.3,97,12.6,7,0
131,0,0,166.5,129,210.2,107,257.2,93,9.9,5,1
159,0,0,189.1,105,246.1,147,242.0,106,10.4,5,1
171,0,0,262.1,78,171.6,113,208.7,100,5.3,3,0
131,0,0,234.0,117,209.4,143,258.8,105,9.8,3,1
172,0,0,290.5,123,253.0,77,159.3,96,11.3,5,2
113,0,0,61.2,111,92.3,88,197.4,114,13.7,3,5
73,0,26,131.2,98,106.5,97,221.7,96,10.2,6,2
96,0,18,262.9,57,190.2,107,293.5,103,11.8,4,3
103,0,0,180.2,134,97.7,85,181.7,134,8.4,3,1
131,0,0,210.1,97,177.3,96,130.2,136,13.3,1,0
85,0,0,176.4,122,224.9,123,219.6,50,11.5,1,1
58,0,20,194.5,110,213.7,89,236.6,92,9.5,2,1
122,0,0,296.4,99,214.8,89,133.9,107,11.4,3,4
82,0,0,101.0,93,155.6,104,304.4,93,13.3,2,0
93,0,0,152.1,141,215.5,107,262.4,111,12.0,7,1
94,0,0,207.0,109,167.4,80,238.2,117,2.6,6,1
112,0,0,193.3,96,264.1,123,128.6,115,9.1,3,4
93,0,0,198.1,93,236.1,95,127.3,121,12.6,4,2
98,0,0,0.0,0,159.6,130,167.1,88,6.8,1,4
171,0,17,186.9,94,240.0,138,200.9,64,5.8,3,1
1,0,26,208.0,115,185.0,113,177.7,144,8.1,9,1
91,0,0,147.2,121,175.2,87,136.3,80,13.3,3,2
107,0,0,204.5,108,162.4,110,155.0,102,13.4,1,3
62,0,0,147.1,91,190.4,107,195.2,115,12.2,3,0
66,0,31,163.2,106,267.9,108,172.6,100,9.7,5,1
80,0,0,157.1,77,302.0,69,317.9,159,15.6,4,0
99,0,0,128.8,86,203.9,105,282.6,131,14.1,4,2
107,0,32,134.2,101,211.9,145,167.6,138,8.2,5,1
60,0,0,220.6,57,211.1,115,249.0,129,6.8,3,1
39,0,17,230.7,122,207.1,85,208.9,73,9.2,1,3
117,1,0,54.2,100,303.2,84,171.8,84,8.6,2,1
114,0,0,189.8,101,147.7,80,172.7,121,10.6,5,1
57,0,26,138.7,99,134.5,105,261.7,95,13.0,5,2
109,0,39,86.4,69,189.1,108,225.4,119,4.8,4,2
165,0,17,177.9,68,153.9,112,251.2,121,10.6,7,1
74,0,0,262.3,114,198.9,96,165.9,90,6.6,5,3
131,0,0,112.8,133,199.4,116,142.7,105,10.1,5,0
74,1,0,267.5,134,242.5,110,223.0,108,8.3,4,3
59,1,31,225.0,78,191.3,79,226.7,79,9.1,3,1
83,0,0,208.9,71,214.8,92,247.9,108,13.0,5,1
145,0,0,129.4,97,185.4,101,204.7,106,1.1,2,2
114,0,0,169.2,96,149.9,83,196.9,119,4.6,4,2
146,0,0,189.3,77,155.9,128,186.0,83,7.4,3,0
161,0,0,165.4,88,209.7,111,270.7,129,10.5,3,4
72,0,0,137.6,106,143.5,94,273.7,110,9.6,6,2
84,0,0,280.0,113,202.2,90,156.8,103,10.4,4,0
138,0,28,151.0,59,269.5,122,179.4,116,8.9,9,0
147,1,24,219.9,118,208.5,116,352.5,111,8.1,4,3
61,0,0,197.7,118,152.2,96,221.0,93,7.0,3,2
64,0,0,216.9,78,211.0,115,179.8,116,11.4,5,3
78,0,0,75.0,116,248.7,87,176.0,83,9.5,6,3
97,0,15,117.6,97,196.3,126,157.4,113,6.4,3,1
107,1,0,194.4,83,247.8,84,245.4,93,11.2,7,2
126,0,27,186.2,78,189.6,83,76.5,139,9.6,3,2
146,0,0,109.0,69,265.8,98,228.3,80,12.6,2,1
146,1,0,163.5,85,224.8,149,253.1,116,9.8,4,1
113,0,0,92.6,85,177.6,92,159.8,72,14.4,4,3
136,0,0,92.0,117,253.6,77,214.1,90,10.3,10,1
111,0,24,205.5,114,219.3,99,215.9,95,14.0,4,1
46,0,0,250.3,100,260.6,90,195.0,104,13.3,2,2
108,0,0,169.6,99,264.1,87,206.3,78,9.3,4,0
93,0,0,328.1,106,151.7,89,303.5,114,8.7,3,1
72,0,0,217.8,93,189.7,113,182.6,91,10.4,5,4
80,0,0,268.7,120,301.0,147,167.0,140,5.8,1,2
130,0,0,162.0,62,278.1,108,197.5,82,9.1,4,1
128,0,0,125.2,99,205.4,107,254.4,111,18.9,2,0
202,0,0,168.9,88,235.8,98,273.2,108,14.6,3,3
143,0,0,172.3,97,174.0,108,188.2,119,13.0,4,2
210,0,31,313.8,87,147.7,103,192.7,97,10.1,7,3
94,0,0,271.2,105,202.6,105,221.6,51,11.5,3,3
114,0,0,178.3,86,176.5,99,187.1,83,13.8,2,1
123,0,0,154.3,107,183.0,111,54.0,134,10.9,8,0
73,0,0,122.0,92,138.3,114,224.2,128,5.8,5,1
98,0,22,278.3,89,93.4,143,107.6,42,9.7,5,0
130,0,0,155.9,95,256.1,97,262.9,103,11.7,3,3
44,0,0,189.7,122,178.9,72,244.7,93,9.8,5,0
86,0,0,226.3,88,223.0,107,255.6,92,13.0,3,4
182,0,24,128.1,104,143.4,127,191.0,98,11.6,3,1
116,1,0,215.4,104,204.8,79,278.5,109,12.6,5,3
91,0,27,204.6,96,136.0,93,210.5,82,6.6,2,3
130,0,12,141.9,92,228.9,102,195.1,101,8.7,5,0
71,0,0,207.0,112,173.8,96,178.4,61,12.1,3,1
125,0,0,143.2,80,88.1,94,233.2,135,8.8,7,4
68,0,43,147.7,95,259.3,108,237.1,106,8.9,8,3
160,0,0,174.3,105,171.3,107,220.8,131,8.3,2,0
110,0,0,251.3,91,207.2,95,249.0,70,12.9,2,1
19,0,0,259.4,116,269.7,109,175.3,130,9.5,3,1
92,0,21,227.8,107,156.4,70,259.7,72,12.4,3,0
67,0,0,138.9,65,208.9,109,232.4,82,9.2,3,2
60,0,20,118.3,113,253.8,97,172.8,78,9.4,4,1
159,0,0,180.1,103,193.4,148,251.2,109,13.4,5,0
116,0,24,183.6,138,203.8,90,166.9,89,6.0,3,2
3,0,0,139.0,99,250.7,108,286.2,87,6.1,3,4
111,0,0,246.5,108,216.3,89,179.6,99,12.7,3,2
142,0,40,230.7,101,256.8,88,263.9,92,6.4,3,1
83,0,0,133.9,82,169.6,105,222.8,114,11.7,4,0
55,1,0,106.1,77,123.5,100,96.4,92,12.9,3,0
133,0,0,173.1,126,200.0,98,231.0,103,10.8,1,1
92,1,0,255.8,125,142.7,111,181.2,101,11.7,3,0
111,0,0,222.2,96,162.5,111,184.9,120,11.9,7,4
161,1,0,189.6,78,267.4,117,184.5,137,1.3,6,1
90,0,0,246.4,83,160.3,88,170.9,99,7.6,7,1
56,0,0,91.1,90,179.3,115,300.7,89,11.9,8,2
123,0,32,212.3,77,251.5,78,208.7,85,6.6,2,3
101,0,24,114.1,95,161.5,86,176.3,90,13.0,9,2
169,0,0,100.8,112,230.0,69,193.6,95,9.5,2,0
96,0,0,264.6,117,264.1,121,77.1,89,8.1,4,0
164,0,25,219.1,88,151.5,99,50.1,60,14.3,6,1
127,0,0,189.7,110,142.4,116,175.2,79,8.5,8,2
97,0,0,252.6,89,340.3,91,256.5,67,8.8,5,1
176,0,0,250.9,108,171.4,100,148.6,85,9.6,6,2
135,0,0,263.8,66,251.3,116,200.1,112,8.4,2,5
139,0,0,165.0,132,249.7,86,170.3,128,12.6,8,1
44,0,0,288.8,86,175.9,87,215.4,106,9.5,2,0
191,0,0,162.0,104,241.2,120,210.4,83,10.9,7,1
60,0,0,145.0,133,209.1,92,328.5,112,14.6,2,1
119,0,0,140.0,135,138.9,103,230.2,121,6.1,6,0
99,0,12,119.9,83,237.7,98,187.6,159,16.6,2,1
153,0,0,122.5,145,273.3,103,197.8,71,8.0,3,2
184,0,12,200.3,76,253.6,105,149.3,93,10.2,5,0
140,0,0,112.8,89,156.7,65,249.6,85,16.3,6,0
167,1,0,181.2,122,262.5,77,214.0,88,8.4,4,0
28,0,0,225.7,70,206.9,90,167.9,88,13.8,3,1
116,0,0,173.5,93,194.1,76,208.0,112,16.2,10,3
65,0,0,129.1,137,228.5,83,208.8,111,12.7,6,4
48,0,0,52.0,60,132.0,79,185.8,85,12.3,2,2
139,0,20,214.6,101,235.1,132,162.8,132,14.8,12,0
100,0,0,303.0,93,175.6,89,135.2,102,10.4,5,1
73,0,0,160.1,110,213.3,72,174.1,72,13.0,4,0
84,0,0,169.9,96,190.3,103,188.0,82,8.6,2,2
208,0,0,326.5,67,176.3,113,181.7,102,10.7,6,2
140,0,0,220.1,100,182.2,112,250.3,98,11.6,8,1
51,0,0,214.8,94,149.7,58,283.4,66,10.2,5,0
137,1,0,174.0,123,161.3,115,260.7,98,11.4,3,2
99,0,0,200.0,66,107.9,104,233.7,82,11.4,2,3
156,0,0,174.5,65,197.4,116,238.5,86,10.6,2,0
108,1,0,275.9,84,203.0,91,211.4,108,6.7,4,2
114,0,0,209.2,127,165.3,93,196.8,98,10.6,8,3
112,0,0,243.4,77,182.1,97,259.2,94,12.8,2,1
115,0,0,99.7,107,145.1,96,149.4,99,14.1,4,2
99,0,0,214.9,103,218.4,121,272.6,110,9.6,3,2
114,0,0,169.6,85,58.9,86,179.3,124,7.4,8,1
70,0,0,213.4,86,204.7,77,256.6,101,5.7,4,1
85,0,27,196.4,139,280.9,90,89.3,75,13.8,4,1
123,0,0,140.0,106,153.7,101,50.1,87,12.5,1,2
77,0,0,124.1,92,214.9,131,241.3,132,13.7,3,0
93,1,38,225.7,117,119.6,122,193.2,125,14.0,7,1
161,0,0,191.9,113,70.9,87,204.8,107,13.4,4,4
40,0,31,224.7,69,134.5,81,120.3,104,7.5,5,1
96,0,0,217.8,120,139.6,109,227.7,111,11.6,3,0
98,0,21,161.2,114,252.2,83,160.2,92,4.4,8,4
49,0,0,189.9,104,247.4,120,159.8,113,10.1,6,1
119,0,0,37.4,102,182.3,115,191.9,100,8.3,5,2
76,0,26,214.6,110,205.2,87,134.6,140,8.1,2,1
222,0,0,256.6,119,230.8,98,236.0,97,12.2,5,1
60,0,0,221.0,94,308.2,72,233.2,94,10.1,5,1
156,0,0,162.6,113,260.2,90,214.7,93,10.9,2,0
147,0,0,248.6,83,148.9,85,172.5,109,8.0,4,3
143,0,0,178.2,109,254.6,93,241.3,139,8.5,7,0
97,0,28,202.3,97,69.2,84,257.6,64,6.7,3,1
124,0,0,143.3,120,230.7,111,214.3,91,7.8,2,4
71,1,0,186.1,114,198.6,140,206.5,80,13.8,5,4
53,0,0,143.8,102,199.6,124,177.8,65,7.8,4,1
113,0,20,157.8,83,161.5,56,271.5,100,8.7,2,5
92,0,0,192.1,87,193.0,122,133.4,79,10.7,2,1
127,0,33,180.5,94,241.9,107,225.4,113,7.4,2,1
113,0,0,210.2,109,199.4,81,173.3,94,9.9,4,3
90,0,30,183.8,76,229.7,95,144.1,124,7.7,3,1
91,0,0,240.8,105,192.8,93,253.4,69,7.6,3,4
103,0,31,185.4,105,197.6,126,147.1,110,14.5,4,2
70,0,0,134.7,96,235.9,90,260.2,113,7.6,6,3
177,0,0,175.7,120,168.6,90,198.9,110,14.6,4,1
122,0,29,195.4,83,268.2,93,168.0,95,8.4,6,3
137,0,0,109.8,112,223.5,88,247.5,96,17.8,2,1
114,0,0,147.1,119,161.0,111,275.9,106,9.0,3,5
29,0,0,196.8,81,168.0,110,132.6,98,12.7,7,2
48,0,27,141.1,109,224.7,94,174.3,122,13.2,2,1
149,0,0,69.1,117,136.3,100,181.7,53,6.3,3,1
87,0,0,156.8,93,215.8,68,223.3,77,7.6,6,1
162,0,46,224.9,97,188.2,84,254.6,61,12.1,2,0
123,0,0,159.1,94,241.6,119,202.4,120,6.5,1,1
57,0,0,166.4,114,76.8,119,260.1,77,10.9,3,3
69,0,37,155.0,98,142.4,105,143.7,117,5.9,4,1
170,0,42,199.5,119,135.0,90,184.6,49,10.9,3,4
140,0,0,265.0,100,147.6,89,247.7,94,10.7,3,1
66,0,33,88.8,104,109.6,94,172.7,107,7.1,9,3
145,0,0,175.8,89,274.3,119,226.6,69,12.4,4,1
127,1,0,242.2,102,226.1,80,252.0,96,13.9,5,2
71,0,49,174.0,122,168.6,85,132.1,120,7.8,4,1
72,0,21,138.1,113,260.1,83,135.4,118,8.2,2,2
73,0,0,254.7,80,90.2,79,153.4,60,10.6,8,0
136,0,0,101.7,105,202.8,99,136.2,119,9.4,6,3
104,0,0,183.6,133,120.7,98,215.1,112,12.7,2,1
90,0,0,114.4,122,127.7,154,253.1,109,10.1,5,2
180,0,0,139.0,96,224.9,64,170.8,118,15.7,5,2
108,0,0,215.6,78,195.3,119,194.4,65,3.6,5,1
137,0,0,144.5,119,167.3,89,175.1,76,6.1,4,5
121,0,0,168.9,128,123.9,99,266.3,105,2.9,7,2
118,1,39,153.8,106,123.3,111,117.8,103,9.2,6,1
55,0,39,139.3,101,178.3,117,246.5,104,8.1,1,3
61,0,0,217.5,116,258.5,108,210.4,99,8.7,3,1
158,0,0,98.2,87,198.3,71,246.0,99,13.0,5,2
78,0,0,109.5,105,286.1,90,247.6,113,4.9,9,1
63,0,0,112.5,95,211.2,67,227.5,96,11.1,8,0
13,0,0,146.4,74,148.5,92,216.7,96,11.3,3,1
160,0,0,97.5,113,268.1,69,255.3,62,13.2,4,3
91,0,0,289.3,73,179.8,86,186.7,94,6.4,7,1
116,0,27,204.7,118,209.4,91,212.9,67,7.0,2,2
143,0,0,209.1,127,106.1,80,179.6,90,14.0,6,0
200,1,29,92.2,95,200.0,101,119.1,99,5.7,1,1
74,0,0,298.1,112,201.3,100,214.7,88,9.7,4,2
137,0,0,115.5,101,226.2,81,179.1,123,13.6,4,0
93,0,21,134.2,105,162.5,128,186.6,90,11.8,2,4
88,0,0,85.7,112,221.6,70,190.6,75,11.6,3,4
132,1,21,223.4,89,193.2,105,226.2,85,7.7,5,3
139,0,0,271.6,130,156.0,131,136.3,108,11.6,9,2
31,0,31,100.1,54,246.3,97,255.0,131,5.9,3,0
40,0,41,148.1,74,169.5,88,214.1,102,6.2,5,2
94,0,0,245.0,112,180.4,91,262.9,105,9.7,6,1
127,0,0,107.9,128,187.0,77,218.5,95,0.0,0,0
132,0,0,81.1,86,245.2,72,237.0,115,10.3,2,0
139,0,0,134.4,106,211.3,98,193.6,125,10.2,2,5
48,0,34,198.0,70,273.7,121,217.9,71,7.6,4,1
77,0,0,168.1,83,202.0,91,173.2,91,10.0,3,3
56,0,0,253.2,95,188.0,116,142.0,133,4.4,4,1
97,0,27,125.9,90,123.4,91,230.0,71,7.3,7,0
60,0,0,203.2,99,235.8,131,224.9,112,15.1,6,2
149,0,0,187.6,83,201.4,81,264.2,79,8.8,1,1
72,0,0,168.3,76,212.4,126,200.2,132,12.0,3,2
105,0,0,101.4,48,159.1,119,259.2,53,12.2,2,1
155,1,0,250.8,146,152.5,105,148.1,104,10.0,5,2
77,1,44,103.2,117,236.3,86,203.5,101,11.9,2,0
146,0,11,180.7,82,173.7,90,231.5,89,10.1,4,2
